"id","nomor_ulok","lingkup_pekerjaan","nama_toko","kode_toko","proyek","cabang","alamat","nama_kontraktor"
1260,OZ01-2602-O010-R,SIPIL,ALFAMART JL. PUCANGAN,-,Reguler,KLATEN,"JL. PUCANGAN, KARTASURA, SUKOHARJO",CV SANTOSA BUDI JAYA
1568,PZ01-0705-PC40-R,ME,BTS ULU - MUSI RAWAS,-,Reguler,PALEMBANG,"JL. LINTAS LLG-PALI RT 02, KEL. BANGUN JAYA, KEC. BTS ULU, KAB. MUSI RAWAS",majumakmurabs@gmail.com
1569,TZ01-2605-AA50-R,SIPIL,TAMAN ASRI,-,Reguler,BALARAJA,"JL. TAMAN ASRI UTAMA BLOK E 6 NO.1 RT 001 RW 001 KEL. CIPADU , KEC. LARANGAN TANGERANG",PT KREASI PRIMATAMA MANDIRI
1007,"1GZ1-2603-1G1I-R",SIPIL,MANTUIL,-,Reguler,BANJARMASIN,JL. MANTUIL KUIN KECIL.KECAMATAN ALUH ALUH. KABUPATEN BANJAR. KALIMANTAN SERLATAN,CV PUTRA KALI AMANDIT
1570,TZ01-2605-AA50-R,ME,TAMAN ASRI,-,Reguler,BALARAJA,"JL. TAMAN ASRI UTAMA BLOK E 6 NO.1 RT 001 RW 001 KEL. CIPADU , KEC. LARANGAN TANGERANG",PT KREASI PRIMATAMA MANDIRI
1555,VZ01-2604-0253,SIPIL,ARJAWINANGUN 3,-,Reguler,PLUMBON,JL.NYIMAS GANDA SARI RT 04 RW 08 DESA JUNJANG KEC.ARJAWINANGUN KAB. CIREBON,CV TIGA PUTRA ABADI SENTOSA
745,Z001-2512-D4D4-R,ME,DADA,,Renovasi,HEAD OFFICE,"Jl. Jalur Sutera Bar. No.Kav. 7-9, RT.003/RW.006, Panunggangan Tim., Kec. Pinang, Kota Tangerang, Banten 15143",PT BERKAH 1
1166,IZ01-2603-I718-R,ME,REST AREA ROWOKELE,-,Reguler,CILACAP,JL. RAYA ROWOKELE - GOMBONG RT. 02 RW. 01 KEC. ROWOKELE KEL. SUKOMULYO KAB. KEBUMEN,PT UNGGUL KARSA
1572,"1JZ1-2604-0001",SIPIL,RAYA DEWI AIR_KARAWANG,-,Reguler,KARAWANG,JL.INTERCHANGE KARABA KEL.SUKAMAKMUR KEC.TELUK JAMBE TIMUR,CV TANJUNG MEKARSARI
1571,"1GZ1-2602-0001",SIPIL,ALFAMART PULPIS MANTEREN,-,Reguler,BANJARMASIN,JL. TRANS KALIMANTAN,CV FAJAR WANGI
746,"2GZ1-2510-0004-R",Sipil,Cikoromoy,,Alfamart Reguler,SERANG,jl.pariwisata cikoromoy no.62 desa kadu bungbang kec.cimanuk kab.pandeglang,PT KREASI PRIMATAMA MANDIRI
747,Z001-2512-4444,ME,DADA BUKAN RENOVASI,,Alfamart Reguler,HEAD OFFICE,"Jl. Jalur Sutera Bar. No.Kav. 7-9, RT.003/RW.006, Panunggangan Tim., Kec. Pinang, Kota Tangerang, Banten 15143",PT BERKAH 1
1484,UZ01-2508-0012,SIPIL,PETEMON KALI II  SURABAYA,UF78,Reguler,SIDOARJO,JL. PETEMON KALI II KEL. PETEMON  KEC. SAWAHAN KOTA SURABAYA,CV FAJAR WANGI
1573,OZ01-2605-OA11-R,SIPIL,BANDARA NYIA,-,Reguler,KLATEN,JL.WATES PURWOREJO KEL JANGKARAN KEC. TEMON KAB. KULONPROGO,CV SANTOSA BUDI JAYA
1556,OZ01-2602-0010,ME,PUCANGAN,-,Reguler,KLATEN,JL PUCANGAN KARTASURA,CV SANTOSA BUDI JAYA
1574,OZ01-2605-OB07-R,SIPIL,BANDARA NYIA LT.3,-,Reguler,KLATEN,"JL DESA GLAGAH, KEL TEMON KULON, KEC. TEMON, KAB. KULON PROGO",CV SANTOSA BUDI JAYA
748,Z001-2512-5555,ME,FUTR,,Alfamart Reguler,HEAD OFFICE,JL BAGAS,NAMA PT TIDAK DITEMUKAN
1068,RZ01-2509-0002,ME,PEMUDA PARE PARE,,Alfamart Reguler,MAKASSAR,Jl. Jendral Sudirman Kel. Cappa Galung Kec. Bacukiki Barat Kota Parepare,CV ABADI TEKNIK
1105,"2PZ1-2603-HB83-R",SIPIL,MAJALANGU-PML,-,Peremajaan/Perbaikan,TEGAL,"Jl.Raya Cikadu,Majalangu,Kec.Watukumpul,Kabupaten Pemalang Jawa Tengah",CV TOTIDIO
749,Z001-2512-4444,Sipil,RLCO,,Alfamart Reguler,HEAD OFFICE,"Jl. Jalur Sutera Bar. No.Kav. 7-9, RT.003/RW.006, Panunggangan Tim., Kec. Pinang, Kota Tangerang, Banten 15143",PT BERKAH 1
750,"1MZ1-2512-1M7G-R",Sipil,TB Simatupang,,Renovasi,PARUNG,Jl. TB Simatupang No. 31 RT 002 RW 001 Kel. Cilandak Timur Kec. Pasar Minggu Jakarta Selatan,PT PIORA SINTATA
1557,"1GZ1-2603-0005",SIPIL,TAKARAS KOTA,-,Reguler,BANJARMASIN,"JL. PETUK BARUNAI, KEC. RAKUMPIT KOTA PALANGKA RAYA",CV FAJAR WANGI
1575,"2VZ1-2604-0007",SIPIL,CAMPALAGII WAJO,-,Reguler,LUWU,Jl. SAWERIGADING,CV RESKY PRATAMA
751,"1MZ1-2025-1MG7-R",ME,TB SIMATUPANG,,Renovasi,PARUNG,"Jl. TB Simatupang No. 31 RT 002 Rw 001 Kel. Cilandak Timur, Kec. Pasar Minggu, Jakarta Selatan",PT PIORA SINTATA
752,XZ01-2512-KE27-R,ME,Margonda Raya,,Renovasi,BOGOR,Jl. Pabuaran No. 8 RT 002 RW 010 kecamatan Bogor Selatan  Kelurahan Pamoyanan Kota Bogor,PT PIORA SINTATA
1282,"1YZ1-2604-1Y02-R",SIPIL,LANSOT,-,Reguler,MANADO,"JL. RAYA TOMOHON, LANSOT, KEC. TOMOHON SELATAN, KOTA TOMOHON",PT BATANG AER
1576,"1AZ1-2507-0006",SIPIL,DRIVE THRU SOEKARNO HATTA,-,Reguler,PEKANBARU,JL SOEKARNO HATTA PEKANBARU,PT HANIF TUNGGAL MANDIRI
753,CZ01-2509-0003,Sipil,DS Harapan Indah,,Renovasi,BEKASI,Harapan Indah,PT HANIF TUNGGAL MANDIRI
1097,HZ01-2602-H001-R,Sipil,CONTOH,,Renovasi,SEMARANG,XXX,CV INSAN MANDIRI
1558,"1MZ1-1706-0001",ME,Alfamart Ir JUANDA Advance ,-,Reguler,PARUNG,Jl. Ir H. Juanda 82 No. 1-2 RT 003 RW 003 Kel. Cempaka Putih Kec. Ciputat Timur Tangerang Selatan ,CV KULONU
1577,"1AZ1-2602-0002",SIPIL,NAGA SAKTI PEKANBARU,-,Reguler,PEKANBARU,NAGA SAKTI PEKANBARU,PT KREASI PRIMATAMA MANDIRI
754,XZ01-2510-0007,Sipil,SUKAMAJU BARU DEPOK,,Alfamart Reguler,BOGOR,Jl. Cempedak baru rt. 002 rw. 004 kel. sukamaju baru kec. Tapos Kota Depok.,PT TUNAS MEKAR UTAMA
1152,CZ01-2601-0001-R,Sipil,PISANG BATU,,Renovasi,BEKASI,PISANG BATU BEKASI,PT HANIF TUNGGAL MANDIRI
1182,IZ01-2603-I021-R,ME,PREMBUN,-,Reguler,CILACAP,JL. RAYA PREMBUN 240 KEC. PREMBUN KAB KEBUMEN,CV SUMBER REJEKI
1355,CZ01-2603-0003,SIPIL,RUKO LAVANYA,-,Reguler,BEKASI,"RUKO LAVANYA X9 NO 21, 22, 23 DS. SETIAASIH KEC. TARUMAJAYA KAB. BEKASI",PT CITRA PARTSINDO SWADANA MANDIRI
1578,WZ01-2405-0003-R,SIPIL,BANDARA SIM 2,-,Reguler,MEDAN,"Jl Bandara Sultan Iskandar Muda Kecamatan Blang Bintang, Kabupaten Aceh Besar, Aceh",CV FAZZA REZEKY
755,XZ01-2510-0007,ME,SUKAMAJU BARU DEPOK,,Alfamart Reguler,BOGOR,"Jl. Cempedak baru rt. 002 rw. 004 kel. sukamaju baru, kec. Tapos, kota depok",PT TUNAS MEKAR UTAMA
1559,"1MZ1-2604-1M93-R",SIPIL,Alfamart Bukit Cinere,-,Reguler,PARUNG,Jl. Persatuan / Perum Bukit Cinere RT 001 RW 003 Cinere Depok.,CV KULONU
1579,"1AZ1-2602-0003",ME,NAGA SAKTI PEKANBARU,-,Reguler,PEKANBARU,NAGA SAKTI PEKANBARU,PT KREASI PRIMATAMA MANDIRI
756,"1MZ1-1225-1MG7-R",ME,TB SIMATUPANG,,Renovasi,PARUNG,"Jl. TB Simatupang No.31 RT 002 RW 001 kel.Cilandak Timur, Kec. Pasar Minggu, Jakarta Selatan",PT PIORA SINTATA
1229,JZ01-2511-0006,ME,CIPINANG MUARA RAYA,,Alfamart Reguler,CILEUNGSI,JL CIPINANG MUARA RAYA,PT HANIF TUNGGAL MANDIRI
1560,"1MZ1-2604-1M3R-R",SIPIL,Alfamart BP Lenteng Agung ,-,Reguler,PARUNG,Jl. Tanjung Barat Raya Kel. Lenteng Agung Kec. Jagakarsa Jakarta Selatan,CV KULONU
1580,WZ01-2405-0003-R,ME,BANDARA SIM 2,-,Reguler,MEDAN,"Jl Bandara Sultan Iskandar Muda Kecamatan Blang Bintang, Kabupaten Aceh Besar, Aceh",CV FAZZA REZEKY
757,"1MZ1-1225-1MG7-R",Sipil,TB SIMATUPANG CLNDK,,Renovasi,PARUNG,"JL. TB SIMATUPANG no. 31 RT 002 RW 001  KEL. CILANDAK TIMUR , KEC. PASAR MINGGU, JAKARTA SELATAN",PT PIORA SINTATA
1561,"1GZ1-2602-0001",ME,ALFAMART PULPIS MANTEREN,-,Reguler,BANJARMASIN,JL. TRANS KALIMANTAN,CV FAJAR WANGI
1581,"1AZ1-1AX2-0005",SIPIL,ARIF RAHMAN HAKIM PERAWANG,-,Reguler,PEKANBARU,"Jl. Arif Rahman Hakim, RT.006/RW.005, Perawang, Kec. Tualang, Kabupaten Siak, Riau 28772",PT KREASI PRIMATAMA MANDIRI
758,JZ01-2510-0003-R,Sipil,BANTENG 8,,Alfamart Reguler,CILEUNGSI,Jl. Banteng No. 08 Rt. 02 Rw. 02 Kel. Kranji Kec. Bekasi Barat.,PT KREASI PRIMATAMA MANDIRI
759,JZ01-2510-0003-R,ME,BANTENG 8,,Alfamart Reguler,CILEUNGSI,Jl. Banteng No. 08 Rt. 02 Rw. 02 Kel. Kranji Kec. Bekasi Barat.,PT KREASI PRIMATAMA MANDIRI
1330,"2AZ1-0426-0001-R",ME,Hhhh,,Renovasi,REMBANG,Jajaj,CV PUSPA JAYA
1582,"2SZ1-2508-0009",SIPIL,HEPUHULAWA LIMBOTO,-,Reguler,GORONTALO,"JL. PROF. DR SAHMINA NUR . SH, DS. HEPUHULAWA, KEC. LIMBOTO, KAB. GORONTALO",CV EVLOGJA JAYA
1562,PZ01-0705-PC40-R,SIPIL,BTS ULU - MUSI RAWAS,-,Reguler,PALEMBANG,"JL. LINTAS LLG-PALI RT 02, KEL. BANGUN JAYA, KEC. BTS ULU, KAB. MUSI RAWAS",majumakmurabs@gmail.com
760,Z001-2512-0000,Sipil,Trial Area Terbuka,,Alfamart Reguler,HEAD OFFICE,Alam Sutera,PT BERKAH 1
1563,TZ01-2605-KC41-R,SIPIL,PURI INDAH,-,Reguler,BALARAJA,"JL. PURI KEMBANGAN (KOMPLEK PASAR PURI INDAH), BLOK I, NO. 17 KEL. KEMBANGAN SELATAN, KEC. KEMBANGAN, JAKARTA BARAT",PT KREASI PRIMATAMA MANDIRI
1583,"1GZ1-2603-0003",ME,LINTAS TAMIANG LAYANG,,Reguler,BANJARMASIN,JL. AHMAD YANI KM 6 KEL. TAMIANG LAYANG KECAMATAN DUSUN TIMUR,CV SINAR ANUGRAH
761,XZ01-2512-KE27-R,Sipil,Margonda Raya,,Renovasi,BOGOR,"Jl. Margonda Raya No. 427, Kec. Beji, Kel. Pondok Cina, Kota Depok",PT PIORA SINTATA
772,Z001-2512-5555,SIPIL,Toko EFG,-,Reguler,HEAD OFFICE,Alam Sutera.,PT BERKAH 2
1564,JZ01-0504-0002-R,ME,WIJAYA KUSUMA,-,Reguler,CILEUNGSI,"JL. WIJAYA KUSUMA RAYA RT5/RW9 NO.6 KEL. MALAKA JAYA KEC. DUREN SAWIT , JAKARTA TIMUR 13460",PT MITRA GIRI AGUNG
762,Z001-2512-0000-R,Sipil,cek submit double,,Alfamart Reguler,HEAD OFFICE,"Jl. Jalur Sutera Bar. No.Kav. 7-9, RT.003/RW.006, Panunggangan Tim., Kec. Pinang, Kota Tangerang, Banten 15143",PT BERKAH 1
1565,"1JZ1-2604-0001",ME,RAYA DEWI AIR_KARAWANG,-,Reguler,KARAWANG,JL.INTERCHANGE KARABA KEL.SUKAMAKMUR KEC.TELUK JAMBE TIMUR,CV TANJUNG MEKARSARI
763,Z001-2512-1000,Sipil,TRIAL NIEL,,Franchise,HEAD OFFICE,"Jl. Jalur Sutera Bar. No.Kav. 7-9, RT.003/RW.006, Panunggangan Tim., Kec. Pinang, Kota Tangerang, Banten 15143",PT BERKAH 1
764,Z001-2510-0001,Sipil,TRIAL NIEL,,Franchise,HEAD OFFICE,"Jl. Jalur Sutera Bar. No.Kav. 7-9, RT.003/RW.006, Panunggangan Tim., Kec. Pinang, Kota Tangerang, Banten 15143",PT BERKAH 1
730,Z001-9166-1212,ME,test bug fix 2,,Renovasi,HEAD OFFICE,Alam sutra,PT BERKAH 2
731,Z001-9177-1212,ME,test bug fix 3,,Renovasi,HEAD OFFICE,Alam sutra,PT BERKAH 2
732,XZ01-2512-X591-R,ME,DRAMAGA CANTIK,,Renovasi,BOGOR,"JL. RAYA DRAMGA RT.02 RW.01 DESA DRAMAGA, KEC. DRAMAGA KAB. BOGOR",PT SAGAR PUTRA KREASI
733,Z001-9121-1212,ME,test bug fix,,Franchise,HEAD OFFICE,Alam sutra,PT BERKAH 2
1566,TZ01-2605-KC41-R,ME,PURI INDAH,-,Reguler,BALARAJA,"JL. PURI KEMBANGAN (KOMPLEK PASAR PURI INDAH), BLOK I, NO. 17 KEL. KEMBANGAN SELATAN, KEC. KEMBANGAN, JAKARTA BARAT",PT KREASI PRIMATAMA MANDIRI
734,TZ01-2511-0003,Sipil,DS PERTIGAAN JAHA,,Alfamart Reguler,BALARAJA,"Jl. Pertigaan Jaha (Parung Pajang-Legok) RT/RW 01/03, Desa Caringin, Kecamatan Legok, Kabupaten Tangerang",
735,Z001-2512-0001,ME,EMAS,,Alfamart Reguler,HEAD OFFICE,"Jl. Jalur Sutera Bar. No.Kav. 7-9, RT.003/RW.006, Panunggangan Tim., Kec. Pinang, Kota Tangerang, Banten 15143",PT BERKAH 2
736,Z001-2512-0001,Sipil,EMAS,,Alfamart Reguler,HEAD OFFICE,"Jl. Jalur Sutera Bar. No.Kav. 7-9, RT.003/RW.006, Panunggangan Tim., Kec. Pinang, Kota Tangerang, Banten 15143",PT BERKAH 1
737,Z001-2512-C0B4,ME,COBA ULOK 1,,Alfamart Reguler,HEAD OFFICE,"Jl. Jalur Sutera Bar. No.Kav. 7-9, RT.003/RW.006, Panunggangan Tim., Kec. Pinang, Kota Tangerang, Banten 15143",PT BERKAH
738,KZ01-2510-0004,Sipil,Laksa 32,,Alfamart Reguler,CIKOKOL,"JL. SURYOPRANOTO, NO. 42, KEL. PETOJO SELATAN, KEC. GAMBIR, JAKARTA PUSAT",PT. KHODAYIS MURNI
739,"1JZ1-2511-0001",Sipil,TAMBAKAN BARU,,Alfamart Reguler,KARAWANG,JL. RAYA TAMBAKAN 16 DESA TAMBAKAN KEC. JALAN CAGAK KAB. SUBANG,CV TRITUNGGAL
740,Z001-2512-C0B4-R,Sipil,CBRE,,Alfamart Reguler,HEAD OFFICE,"Jl. Jalur Sutera Bar. No.Kav. 7-9, RT.003/RW.006, Panunggangan Tim., Kec. Pinang, Kota Tangerang, Banten 15143",PT BERKAH
741,"1JZ1-2510-0001",Sipil,TAMBAKAN BARU,,Alfamart Reguler,KARAWANG,JL. RAYA TAMBAKAN 16 DESA TAMBAKAN KEC. JALAN CAGAK KAB. SUBANG,CV TRITUNGGAL
742,"1JZ1-2510-0002",Sipil,TAMBAKAN BARU JALAN CAGAK,,Alfamart Reguler,KARAWANG,JL. RAYA TAMBAKAN 16 DESA TAMBAKAN KEC. JALAN CAGAK KAB. SUBANG,CV TRITUNGGAL
743,Z001-2512-0987,ME,TEST EMAIL,,Alfamart Reguler,HEAD OFFICE,VTI,PT BERKAH
744,Z001-2512-D4D4-R,Sipil,DADA,,Renovasi,HEAD OFFICE,"Jl. Jalur Sutera Bar. No.Kav. 7-9, RT.003/RW.006, Panunggangan Tim., Kec. Pinang, Kota Tangerang, Banten 15143",PT BERKAH 1
765,Z001-1223-1212-R,ME,TES KONTRAKTOR,,Renovasi,HEAD OFFICE,Alam sutra,PT BERKAH 1
766,Z001-1223-1212-R,Sipil,Trial Area Terbuka,,Renovasi,HEAD OFFICE,Alam Sutera,NAMA PT TIDAK DITEMUKAN
767,TZ01-2511-0004,Sipil,Permata Daru,,Alfamart Reguler,BALARAJA,"Perumahan Permata Daru, Kel. Daru, Kec. Jambe, Kab. Tangerang",PT ONTOSENO BAYUAJI
768,TZ01-2511-0004,ME,Permata Daru,,Alfamart Reguler,BALARAJA,"Perumahan Permata Daru, Kel. Daru, Kec. Jambe, Kab. Tangerang",PT ONTOSENO BAYUAJI
769,Z001-2512-0123,Sipil,Toko EFG,,Alfamart Reguler,HEAD OFFICE,Alam Sutera,PT BERKAH 2
770,Z001-2512-B1D2-R,Sipil,Toko EFG,,Alfamart Reguler,HEAD OFFICE,Alam Sutera,PT BERKAH 2
771,CZ01-2512-ED25-R,Sipil,BULAK PERWIRA,,Renovasi,BEKASI,JL.SERSAN MISNADI RT.02/RW.24 BEKASI UTARA BEKASI.,PT HANIF TUNGGAL MANDIRI
773,Z001-2512-7777-R,Sipil,Toko XYZ,,Alfamart Reguler,HEAD OFFICE,Alam Sutera,PT BERKAH 2
774,Z001-2512-C1B5-R,Sipil,Toko EFG,,Renovasi,HEAD OFFICE,Alam Sutera,PT BERKAH 2
775,Z001-2512-D2F4-R,Sipil,Toko EFG,,Alfamart Reguler,HEAD OFFICE,Alam Sutera,PT BERKAH 2
776,"1MZ1-2512-0002",ME,JL. KYR LAMA CIPULIR (1M8T),,Alfamart Reguler,PARUNG,JL. KEBAYORAN LAMA RT 04 RW 03 KEL. CIPULIR KEC. KEBAYORAN JAKARTA SELATAN,PT SAGAR PUTRA KREASI
777,XZ01-2512-0002,ME,JL. MESJID RAWA GENI,,Alfamart Reguler,BOGOR,"JL. RAWA GENI NO. 1B, RATU JAYA, KEC. CIPAYUNG, KOTA DEPOK, JAWA BARAT 16439",PT SAGAR PUTRA KREASI
778,Z001-2512-6969,Sipil,Toko Gantt,,Alfamart Reguler,HEAD OFFICE,Alam Sutera,PT BERKAH 2
779,TESTING,TESTING,TESTING,,TESTING,TESTING,TESTING,TESTING
780,XZ01-2512-0002,Sipil,JL. MESJID RAWA GENI,,Alfamart Reguler,BOGOR,"JL. RAWA GENI NO. 1B, RATU JAYA, KEC. CIPAYUNG, KOTA DEPOK, JAWA BARAT, 16439",PT SAGAR PUTRA KREASI
781,Z001-2601-6666,Sipil,Summary Store,,Alfamart Reguler,HEAD OFFICE,Alam Sutera,PT BERKAH 2
782,TZ01-2512-0002-R,Sipil,GRAND TENJO 2,,Alfamart Reguler,BALARAJA,"JL.RAYA JASINGA TENJO,SINGARAJA,KEC.TENJO.KAB.BOGOR,JAWA BARAT 16370",TANJUNG MEKARSARI
783,TZ01-2512-0002-R,ME,GRAND TENJO 2,,Alfamart Reguler,BALARAJA,"JL.RAYA JASINGA TENJO,SINGARAJA,KEC.TENJO.KAB.BOGOR,JAWA BARAT 16370",TANJUNG MEKARSARI
784,Z001-2601-6565,Sipil,RejectStore,,Alfamart Reguler,HEAD OFFICE,Alam Sutera,PT BERKAH 2
785,Z001-2601-5454,Sipil,TestMaterai,,Alfamart Reguler,HEAD OFFICE,Alam Sutera,PT BERKAH 2
786,XZ01-2512-0003-R,Sipil,LEMBAH HIJAU,,Alfamart Reguler,BOGOR,Jl. Lembah Hijau Rt. 2 Rw. 7 Kel. Mekarsari Kec. Cimanggis Kota Depok Jawa Barat,PT KREASI PRIMATAMA MANDIRI
787,XZ01-2512-0003-R,ME,LEMBAH HIJAU,,Alfamart Reguler,BOGOR,Jl. Lembah Hijau Rt. 2 Rw. 7 Kel. Mekarsari Kec. Cimanggis Kota Depok Jawa Barat,PT KREASI PRIMATAMA MANDIRI
788,Z001-2601-5252,Sipil,Duration,,Alfamart Reguler,HEAD OFFICE,Alam Sutera,PT BERKAH 2
789,KZ01-2510-0010,Sipil,RASUNA SAID 38,,Alfamart Reguler,CIKOKOL,"Jl. HR. Rasuna Said No. 38 Kel. Panunggangan Utara, Kec. Pinang, Kota Tangerang",PT. KHODAYIS MURNI
790,"2JZ1-2512-AB54-R",Sipil,Lantai 20,,Renovasi,CIANJUR,Jalan Alam Sutera,CV TECHNO ARTHA UTAMA
791,KZ01-2601-EI10-R,Sipil,EI10-NORTHLAND ANCOL,,Renovasi,CIKOKOL,"Jl. R. E. Martadinata, RT.11/RW.11, Pademangan Barat, Kec. Tanjung Priok, Jakarta Utara, Daerah Khusus Ibukota Jakarta",PT. KHODAYIS MURNI
792,"1JZ1-2601-0003",Sipil,RAYA BELENDUNG,,Alfamart Reguler,KARAWANG,DUSUN BELENDUNG RT.005 RW.002 KELURAHAN BELENDUNG KECAMATAN CIBOGO KABUPATEN SUBANG JAWA BARAT,CV TRITUNGGAL
793,"1JZ1-2601-0003",ME,RAYA BELENDUNG,,Alfamart Reguler,KARAWANG,DUSUN BELENDUNG RT.005 RW.002 KELURAHAN BELENDUNG KECAMATAN CIBOGO KABUPATEN SUBANG JAWABARAT,CV TRITUNGGAL
794,XZ01-2026-X931-R,ME,SUDIRMAN RAYA,,Renovasi,BOGOR,"Jalan Jendral Sudirman 52 RT.001, RW.003 Kecamatan Bogor Tengah Kelurahan Sempur Kota Bogor",PT PIORA SINTATA
795,XZ01-2026-X931-R,Sipil,SUDIRMAN RAYA,,Renovasi,BOGOR,"Jalan Jendral Sudirman 52 RT.001, RW.003 Kecamatan Bogor Tengah Kelurahan Sempur Kota Bogor",PT PIORA SINTATA
796,CZ01-2511-0004,Sipil,H. ONDO PASIRSARI,,Alfamart Reguler,BEKASI,JL. H ONDO RT.007 RW.003 DS. PASIRSARI KEC. CIKARANG SELATAN,PT MITRA GIRI AGUNG
797,Z001-2601-5151,Sipil,Loc,,Alfamart Reguler,HEAD OFFICE,Alam Sutera,PT BERKAH 2
798,"2GZ1-2601-0002",Sipil,Cimanuk,,Alfamart Reguler,SERANG,"Jl Raya Labuhan, Pandeglang, Sekong, Kec. Cimanuk, Kab. Pandeglang, Banten",PT ONTOSENO BAYUAJI
799,"1JZ1-2601-0002",Sipil,CIBEUNYING WANTILAN,,Alfamart Reguler,KARAWANG,KP. CIBEUNYING RT 019 RW 008 DESA WANTILAN KECAMATAN CIPEUNDEUY KABUPATEN SUBANG JAWA BARAT,CV TRITUNGGAL
800,Z001-2601-4050,Sipil,Reject,,Alfamart Reguler,HEAD OFFICE,Alam Sutera,PT BERKAH 2
801,"1MZ1-2601-AC22-R",ME,TAMAN TEKNO (AC22) RENOVASI PERLUASAN SALES + BEANSPOT ADVANCE FASADE,,Renovasi,PARUNG,"JL. TAMAN TEKNO BSD BLOK G1/5 SEKTOR III KEL. SETU, KEC. SETU TANGERANG SELATAN",PT SAGAR PUTRA KREASI
802,Z001-2601-6464,Sipil,GanttRAB,,Alfamart Reguler,HEAD OFFICE,Alam Sutera,PT BERKAH 2
803,"1MZ1-2004-0005-R",Sipil,MRT BLOK M (1MO9),,Renovasi,PARUNG,MELAWAI STASIUN MRT BLOK M KEC. KEBAYORAN BARU KEL. KRAMAT PELA,CV KULONU
804,"2GZ1-2601-0002",ME,Cimanuk,,Alfamart Reguler,SERANG,"Jl Raya Labuhan, Pandeglang, Sekong, Kec. Cimanuk, Kab. Pandeglang, Banten",PT ONTOSENO BAYUAJI
805,"1JZ1-2601-0002",ME,CIBEUNYING WANTILAN,,Alfamart Reguler,KARAWANG,KP. CIBEUNYING RT 019 RW 008 DESA WANTILAN KECAMATAN CIPEUNDEUY KABUPATEN SUBANG JAWA BARAT,CV TRITUNGGAL
806,Z001-2511-0102,Sipil,Lantai 20,,Alfamart Reguler,HEAD OFFICE,Jalan Alam Sutera,PT BERKAH 2
807,XZ01-2026-X956-R,ME,RAYA SOLEH ISKANDAR,,Renovasi,BOGOR,Jalan Soleh Iskandar RT.01 RW.10 Kec.Tanah Sereal Kel.Kedung Badak Kota Bogor,PT PIORA SINTATA
808,XZ01-2026-X956-R,Sipil,RAYA SOLEH ISKANDAR,,Renovasi,BOGOR,Jalan Soleh Iskandar RT.01 RW.10 Kec.Tanah Sereal Kel.Kedung Badak Kota Bogor,PT PIORA SINTATA
809,HZ01-2026-HE10-R,Sipil,GAS,,Alfamart Reguler,SEMARANG,CCC,CV INSAN MANDIRI
810,IZ01-2601-0003-R,Sipil,Mujurlor,,Alfamart Reguler,CILACAP,jl. mujurlor,PT UNGGUL KARSA
811,XZ01-2512-X591-R,Sipil,DRAMAGA CANTIK,,Renovasi,BOGOR,"JL. RAYA DRAMGA RT.02 RW.01 DESA DRAMAGA, KEC. DRAMAGA KAB. BOGOR",PT SAGAR PUTRA KREASI
812,Z001-2602-0000,Sipil,SPKTest,,Alfamart Reguler,HEAD OFFICE,Alam Sutera,PT BERKAH 3
813,"2SZ1-2510-0007",Sipil,PROF ALOEI SABOE,,Alfamart Reguler,GORONTALO,"JL. PROF ALOEI SABOE , KEL.WONGKADITI KEC.KOTA UTARA- KOTA GORONTALO",CV ERKA ARKATAMA
814,IZ01-2601-0003,ME,RAYA MUJUR KROYA,,Alfamart Reguler,CILACAP,JL.PERTANIAN RT.01 RW.01 DESA MUJUR LOR KEC.KROYA KAB.CILACAP JAWA TENGAH,PT UNGGUL KARSA
815,"1MZ1-2026-X109-R",ME,RAYA PENGASINAN 3,,Renovasi,PARUNG,Jalan Pengasinan Sawangan Ds.Pengasinan Sawangan Depok,PT PIORA SINTATA
816,IZ01-2601-0006,ME,BAKUREJO,,Alfamart Reguler,CILACAP,Desa Bakurejo RT 02 RW 02 Kec. Grabag Kab. Purworejo,CV SUMBER REZEKI
817,"2SZ1-2510-0007",ME,PROF ALOEI SABOE,,Alfamart Reguler,GORONTALO,"JL. PROF ALOEI SABOE , KEL.WONGKADITI KEC.KOTA UTARA- KOTA GORONTALO",CV ERKA ARKATAMA
818,YZ01-2309-0002,Sipil,RAYA PESISIR,,Alfamart Reguler,JEMBER,"JL. RAYA PESISIR RT.005 RW.001 DESA PESISIR KEC. SUMBERASIH, KAB. PROBOLINGGO",PT SAWELO SAKTI MAKMUR
819,YZ01-2309-0002,ME,RAYA PESISIR,,Alfamart Reguler,JEMBER,"JL. RAYA PESISIR RT.005 RW.001 DESA PESISIR KEC. SUMBERASIH, KAB. PROBOLINGGO",PT SAWELO SAKTI MAKMUR
820,"1MZ1-2026-X109-R",Sipil,RAYA PENGASINAN 3,,Renovasi,PARUNG,Jl Pengasinan Sawangan DS. Pengasinan Sawangan Depok,PT PIORA SINTATA
821,XZ01-2512-0003,Sipil,LEMBAH HIJAU,,Alfamart Reguler,BOGOR,Jalan Lembah Hijau RT.02 RW.07 Kel.Mekarsari Kec.Cimanggis Kota Depok Jawa Barat,PT PIORA SINTATA
822,XZ01-2512-0003,ME,LEMBAH HIJAU,,Alfamart Reguler,BOGOR,Jalan Lembah Hijau RT 02 RW 07 Kel.Mekarsari Kec.Cimanggis Kota Depok Jawa Barat,PT PIORA SINTATA
